images,dataset_name,exp032,exp033,exp034,exp035,exp036,exp037,exp038,disagreement
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_6SBf7-_vpsyZETPXJV1rPg_heading_5_pitch_-3.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_q1FOuJ1EkEijGoFxTeJLSA_heading_10_pitch_1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_VVL3DoFakP08YE8kYY284A_heading_229_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_LMhxp3R2lm7_vq0Yw29diQ_heading_58_pitch_2.png,no_unknown,0,1,0,1,0,0,1,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_d6NUeI3fCWVu6d9cQofzEQ_heading_269_pitch_1.png,no_unknown,1,0,1,0,0,0,1,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_7rJ2aMo4jTFJ0u2Hbi6jaQ_heading_67_pitch_-3.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_d3qOfukHm06QG0yjk5sjdQ_heading_321_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Ff9peOgPmCy4afrBkx3tJQ_heading_159_pitch_-1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_JPrRtG2YhTPB_HHPF5vxuw_heading_300_pitch_-3.png,no_unknown,1,0,1,1,1,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_VsNwdUD9sDHmQiS9Ka7G5w_heading_85_pitch_0.png,no_unknown,0,1,0,1,1,0,0,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_goT80YOTfptjUgK6JvgyZQ_heading_129_pitch_3.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_xHpWY9OzTHa7fCs9ToYpXQ_heading_197_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_cTVlNm6TvtoOY1qEyR0T1Q_heading_117_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_c5e69FLACCEHitsPHFo5fA_heading_51_pitch_-4.png,no_unknown,1,1,1,1,1,0,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_LnKS7Z-XfMWS5_7j_5oO-A_heading_175_pitch_1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8-1Xews-RfAMbTl3f7BTVQ_heading_55_pitch_0.png,no_unknown,0,1,0,1,1,1,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_TpcHBxOF4M4Jn9gU31fVQQ_heading_175_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_dilViqqYmbPVbyhSHjCihw_heading_270_pitch_1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_rYkWbxz_h2jLJAc1Us2haA_heading_358_pitch_-3.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_UxiP5CYfxYn4iQ_5hP93Kg_heading_295_pitch_1.png,no_unknown,0,1,1,0,1,1,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Y5Idu9XhNNTs-g3qACQfBA_heading_314_pitch_0.png,no_unknown,1,1,1,0,1,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_65L_seumnSW3GhhSW0SLEQ_heading_161_pitch_5.png,no_unknown,1,1,1,0,1,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_nquhiSq-yff5KgkdnRc__Q_heading_358_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_DUyorkh5NRTJOS2k3ao6oA_heading_344_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_TBC6ralMewGGEbG4cuxtlw_heading_146_pitch_0.png,no_unknown,0,0,0,1,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8K7MPBAuJLi8zsTxDIPNKQ_heading_217_pitch_0.png,no_unknown,1,0,1,0,1,1,0,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_519HC0iKhuwwoPT3CDLRVg_heading_78_pitch_5.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_XXooOqq6kMQoos-zBSu2Dg_heading_105_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Wu-R5Shum3G5afrv-X4xQg_heading_244_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_nbT3ymaGMd3VqKUA0veh0Q_heading_99_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_baSfZvr7nz2AVuL1XvNikQ_heading_333_pitch_0.png,no_unknown,0,0,0,1,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_h6syL2drv5DvNFSHXPM7Pw_heading_103_pitch_-2.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_25sAG4x6NkFF7Sz7bA81WA_heading_287_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Cxxx49TqI5T_Gb7f9e3AVg_heading_109_pitch_2.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_670Hgr0ZUdaz_5thYZSi3g_heading_235_pitch_-3.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_mg5E0pdxi7ttGCrzLPw-GQ_heading_342_pitch_-1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_o_RFnxM89Bic3JoNWJYbrQ_heading_330_pitch_-6.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_5P33Xzaty5k3qJ0-QPHBEA_heading_68_pitch_1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_tIGeJhw--QNdTDBQ1xUR0w_heading_129_pitch_-2.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_fsyHdWxc77p4_dCCE6F4wg_heading_328_pitch_-5.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_5oUNRI6ZIncvriZ24aB6cA_heading_357_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_C9L148p8knPENE1XJsczZw_heading_287_pitch_0.png,no_unknown,1,1,1,0,0,1,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_vSa_4r1BVbn7XHWxDvsG8w_heading_123_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8bpE8TxZopBD89mzlJx3jw_heading_242_pitch_-6.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_69gN1zDKBao4cWcN4Qr_dg_heading_184_pitch_0.png,no_unknown,0,1,1,1,1,0,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_--Qmi2rp0VFa0jJ2KrsCvg_heading_218_pitch_-1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_oNdFJOQ8KWCVug_fCH1vvg_heading_161_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Wc1CfSBKFq_3BrztjuAxXQ_heading_32_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_2AdWDPCffKIrHYT-YHJSwg_heading_195_pitch_0.png,no_unknown,1,1,1,0,1,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_-2mbhhqB2V4uUXkHbE052Q_heading_216_pitch_1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_foX6pOVgizz5LuQSLw2sag_heading_164_pitch_-5.png,no_unknown,1,1,1,1,1,0,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Ff9peOgPmCy4afrBkx3tJQ_heading_67_pitch_-1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_hsomZWEP2CNuF3cKj6vMzQ_heading_139_pitch_0.png,no_unknown,0,1,1,1,0,1,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Lbao2PZkoOKJquJ6isAp5g_heading_55_pitch_1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_7kp-WCe5EsoY8EQxkcb91g_heading_228_pitch_-2.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_j0D5hCYSRDd4mlgmHslNdQ_heading_80_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_65L_seumnSW3GhhSW0SLEQ_heading_220_pitch_5.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_GFI7MZdu0D8Mg4sbRjBwnQ_heading_249_pitch_-1.png,no_unknown,1,1,0,1,1,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_rAQS_ckea0cqef4clNWHbA_heading_138_pitch_0.png,no_unknown,1,1,1,1,1,1,0,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Bfj7pCyU6u-qaWkYggYXMw_heading_93_pitch_-4.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_KeCtYJ_vlYYDrCWQj8vBlg_heading_203_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8VehNqPqKFCH7o1vy87M9w_heading_156_pitch_-7.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_fjuyrypgrZGV5ue1XzW3Dg_heading_312_pitch_0.png,no_unknown,0,0,1,0,1,0,0,0.2857142857142857
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_7TuhzWNYb8jcUW16bbFQQw_heading_30_pitch_-7.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_KqA_c8ijuO-1CayUhQCgUw_heading_28_pitch_-3.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8IcznFgl7mqquXCY8b-OVQ_heading_49_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_C_rGOpW0Et6d81NP9BR_kA_heading_256_pitch_0.png,no_unknown,0,0,0,1,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_iVfp0A86svPZCYUe3wiO4g_heading_345_pitch_0.png,no_unknown,1,0,0,0,1,1,1,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_kZMk6b-M_mRImj4ozxMhRw_heading_266_pitch_1.png,no_unknown,1,1,1,1,0,1,0,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8YYa-X0PnuoR7jbOiCT8pg_heading_111_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_MmlrRVbGknMxEfwajT98hQ_heading_146_pitch_1.png,no_unknown,0,1,0,1,0,0,0,0.2857142857142857
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_yaNeuc8dQQ-oxPY3_TxmOg_heading_92_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_IpaOZBBis5L4q0_pV3iP-A_heading_148_pitch_2.png,no_unknown,0,0,0,0,0,1,1,0.2857142857142857
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_MjXemvfCuT4IJwh-f7Lm-A_heading_318_pitch_1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_v0IGuF94RCWNBsbxcO56TA_heading_248_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_H-l7EVnphathxK9oBJDImQ_heading_190_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_vXr-lEJvKWH5qWqKIa1awA_heading_354_pitch_1.png,no_unknown,1,1,0,1,1,1,0,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_4dKsFpYc3ZRNYLQIWJNbbw_heading_294_pitch_-2.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_JBKZj3_iYYByh-9DdfLELg_heading_166_pitch_-1.png,no_unknown,1,0,0,1,0,1,0,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_AhZ0E3EpZof4F37Irfhagw_heading_17_pitch_4.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_dqdXzSZzcyF4iRfXAz0MfQ_heading_352_pitch_4.png,no_unknown,1,1,1,1,0,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_1BmpA1nJLoAT85hk2gva_Q_heading_180_pitch_2.png,no_unknown,1,1,0,0,0,0,0,0.2857142857142857
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_9dGrJYpJjpWceDi_F-HwZw_heading_206_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_6dlnB-oG-WLzaDnB1DG63A_heading_69_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_ctPIIQDbBFfkRYimcsT_LQ_heading_209_pitch_0.png,no_unknown,0,0,0,1,0,1,1,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_s8Te4-_-o_OzoQFWuTkCrA_heading_234_pitch_5.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_yVMQzEQEqBrpGO6nJp4_nQ_heading_27_pitch_-2.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_udu-pujam0uNAPqjNw6clA_heading_90_pitch_0.png,no_unknown,1,1,1,0,0,1,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_E6m0QPAp1rSR7HI7QSjXyQ_heading_55_pitch_2.png,no_unknown,1,1,1,0,0,1,0,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_sqh4wzHRbJ9km4A3dfUJNQ_heading_102_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid__lItp4mCtVodVj4DVpWjBg_heading_347_pitch_0.png,no_unknown,0,0,1,1,1,1,0,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_F3ToQJZ96IEnsbnHiD9gzQ_heading_274_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_WN4_vvTlhP3Ej6DrU99JPA_heading_298_pitch_0.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Net6mvsGYy3TSnuziWJE5Q_heading_244_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_VCyoJXGB1BhWKZqhhO6tIQ_heading_133_pitch_5.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_QgZxmsrHvgrf5BkRBgbp-Q_heading_235_pitch_-2.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_7WAG4fUlkJMdjA1bmR4MxA_heading_351_pitch_-1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_gy0-yKgXjIE8NHiETOC0lw_heading_191_pitch_-3.png,no_unknown,1,0,1,1,1,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_j7V1lqjm3HI7f8gMNn0MFA_heading_54_pitch_-1.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_NM3sIG7e0BLNu070VCsjNQ_heading_52_pitch_-1.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_I_hwMRv0DW8Hgh4uDJ_n-Q_heading_103_pitch_0.png,no_unknown,1,1,0,1,1,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_AUMJnCQAXRZ5OElTM-NlHw_heading_265_pitch_0.png,no_unknown,0,0,1,0,1,1,0,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_iwVzLqTQU4MDOjdp7ADjRw_heading_288_pitch_-2.png,no_unknown,0,0,0,1,0,0,1,0.2857142857142857
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_LR0PXGKNBIbQ_66IfzEebw_heading_144_pitch_-4.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_jhGhFuO373VEAm1U2bNJKg_heading_301_pitch_-1.png,no_unknown,0,0,0,0,0,0,1,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_kU3Lc7hhZOhm5zGqFc8aTw_heading_124_pitch_-3.png,no_unknown,0,0,0,0,1,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_amH7XH3sjtg4EbE3rkvJOQ_heading_79_pitch_0.png,no_unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_RwzMsUuc39JrAg4anYcqSw_heading_339_pitch_-5.png,no_unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_9HVlnnJJRWm9EdXwWXzOBQ_heading_301_pitch_-1.png,unknown,0,1,1,1,0,1,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_KIHuxinCKaWBadEopOs2Og_heading_48_pitch_0.png,unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_5s7s3mNI_-gkEFf_8Xx9xw_heading_36_pitch_-1.png,unknown,1,1,1,0,1,1,1,0.8571428571428571
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_jRFn1cv-2KjmNG5tTcVBDA_heading_236_pitch_0.png,unknown,1,0,0,0,1,1,1,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_dulkhwvys9_erAaX5djGkg_heading_161_pitch_1.png,unknown,0,0,1,0,0,1,0,0.2857142857142857
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_aI0hOMsWLfetaflLDvSiYQ_heading_17_pitch_1.png,unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_lzcE0QN3StcrwznJb92BCQ_heading_89_pitch_5.png,unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_73yJUjCHWKEJ83iA6T3H6A_heading_234_pitch_-1.png,unknown,0,1,1,1,0,1,1,0.7142857142857143
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8xK_QMjrigCN3zL-GiV40Q_heading_166_pitch_0.png,unknown,0,1,1,0,0,0,0,0.2857142857142857
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8f8wiplXqLnXu6YsnUUeJQ_heading_104_pitch_5.png,unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_C_hT-6oehtL2UTwMk-GvKw_heading_33_pitch_2.png,unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Cn2mcopl1rWISavSTvR8kw_heading_174_pitch_0.png,unknown,0,0,0,0,0,1,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_LRD9b9aRa_hvsE_4VR8Wag_heading_301_pitch_5.png,unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_i0Yxz_gKZs4iZ6lbGOOaDw_heading_239_pitch_5.png,unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_VB87aLcNsPdX3_kDZG2xUQ_heading_326_pitch_-4.png,unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_psld_bcXDUg_HJJT8EP1Tg_heading_61_pitch_5.png,unknown,0,0,0,0,1,1,1,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_RuUBvy9BMJzRaR-RghkL3A_heading_288_pitch_0.png,unknown,0,1,0,0,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_9hNQ0NW-0oLkpNJLDtzfPA_heading_270_pitch_1.png,unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_8uCxUIXZJctXulLfGxzq5Q_heading_358_pitch_0.png,unknown,0,0,0,0,0,0,1,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_lbxJ5yb-g9bXnKTcirk30A_heading_26_pitch_0.png,unknown,0,1,0,0,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_vq3c45qhQaYu4EdAxbYrBA_heading_58_pitch_5.png,unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_YrpkKG2aFZthk7Eox8WMLw_heading_235_pitch_1.png,unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_VxHnam_NFuj4JRfl1ekO0w_heading_303_pitch_4.png,unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_1BM5ipnlar2i9RlLTTLFbQ_heading_222_pitch_2.png,unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_HCY1PKrWHSq2VrmJ5Sh2rA_heading_147_pitch_-3.png,unknown,0,0,0,0,0,1,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_4HCIMKwEFQuCuogY2vPnQQ_heading_236_pitch_-1.png,unknown,0,1,0,0,1,1,0,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_hsc7z5n6G4scWbd6quMDng_heading_114_pitch_-1.png,unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_NSQXGtrprPkLfhEgXQXaQQ_heading_262_pitch_0.png,unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_gDvxwPh-vXWp4E43qjL_xQ_heading_39_pitch_-3.png,unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_oRtuXb3Nvsdss2yQdMiNtw_heading_325_pitch_-5.png,unknown,1,0,0,0,0,1,1,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_PV_7enMqycq0igJ7ABRl5Q_heading_330_pitch_9.png,unknown,1,0,0,0,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_WMrTd1o_iw1KyI6UJlLiJg_heading_311_pitch_-4.png,unknown,1,1,0,1,1,0,0,0.5714285714285714
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_p81KITYTs6gJF-7TC8Bw2g_heading_123_pitch_3.png,unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_KoPCIkJdB6tret9na8n-5A_heading_226_pitch_-2.png,unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_RbrIQg9e_8IO5eArZXhEbg_heading_297_pitch_-7.png,unknown,1,0,0,0,0,0,0,0.14285714285714285
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_X3hGISu0f1ZbP9gg2m3Nvw_heading_166_pitch_0.png,unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_QCymEq3CUjLXQyJiBc-1VA_heading_15_pitch_-3.png,unknown,1,1,1,1,1,1,1,1.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_OaTf5NYnti3PMpws2dN4KA_heading_30_pitch_-6.png,unknown,0,1,0,1,1,0,0,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_Imuwp51MF7WqvNBKAsWb9g_heading_333_pitch_6.png,unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_LRv1YOyqkBU7haiFv3MHmA_heading_331_pitch_-3.png,unknown,0,0,1,0,0,1,0,0.2857142857142857
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_X3ZeO7_SEG6i1oO1Vn-qcA_heading_319_pitch_-1.png,unknown,1,0,1,0,0,1,0,0.42857142857142855
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid__l5QbIWwijzV4z7mcN3yWg_heading_296_pitch_-2.png,unknown,0,0,0,0,0,0,0,0.0
/scratch/arturao/TREES_STUFF/10k_nontrees/_panoid_C6Lnrhrr4M0Am2AhjZJHJA_heading_275_pitch_0.png,unknown,1,0,1,1,0,1,1,0.7142857142857143
